,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
31215,2022,Uganda,Philippines,5,0,0,5
31216,2022,Ukraine,Philippines,0,5,0,5
31217,2022,United States of America,Philippines,0,7,0,7
31218,2022,Yemen,Philippines,31,95,0,126
31219,2022,Stateless,Philippines,5,0,0,5
31220,2022,Unknown ,Philippines,0,6,0,6
31221,2022,Afghanistan,Papua New Guinea,30,0,0,30
31222,2022,Bangladesh,Papua New Guinea,15,6,0,21
31223,2022,India,Papua New Guinea,0,5,0,5
31224,2022,Indonesia,Papua New Guinea,11432,340,0,11772
31225,2022,Iran (Islamic Rep. of),Papua New Guinea,74,73,0,147
31226,2022,Iraq,Papua New Guinea,32,5,0,37
31227,2022,Sri Lanka,Papua New Guinea,6,8,0,14
31228,2022,Myanmar,Papua New Guinea,5,5,0,10
31229,2022,Pakistan,Papua New Guinea,26,5,0,31
31230,2022,Papua New Guinea,Papua New Guinea,0,0,24000,0
31231,2022,Somalia,Papua New Guinea,12,0,0,12
31232,2022,Sudan,Papua New Guinea,34,0,0,34
31233,2022,Stateless,Papua New Guinea,5,0,0,5
31234,2022,Afghanistan,Poland,900,214,0,1114
31235,2022,Algeria,Poland,31,5,0,36
31236,2022,Angola,Poland,5,0,0,5
31237,2022,Egypt,Poland,91,28,0,119
31238,2022,Argentina,Poland,5,0,0,5
31239,2022,Armenia,Poland,155,23,0,178
31240,2022,Australia,Poland,5,0,0,5
31241,2022,Azerbaijan,Poland,234,26,0,260
31242,2022,Bangladesh,Poland,13,12,0,25
31243,2022,Belarus,Poland,3865,724,0,4589
31244,2022,Brazil,Poland,5,0,0,5
31245,2022,Bosnia and Herzegovina,Poland,7,0,0,7
31246,2022,Bulgaria,Poland,5,0,0,5
31247,2022,Canada,Poland,16,0,0,16
31248,2022,Central African Rep.,Poland,5,0,0,5
31249,2022,China,Poland,45,0,0,45
31250,2022,Cameroon,Poland,7,5,0,12
31251,2022,Congo,Poland,6,0,0,6
31252,2022,Dem. Rep. of the Congo,Poland,5,10,0,15
31253,2022,Comoros,Poland,0,5,0,5
31254,2022,Costa Rica,Poland,5,0,0,5
31255,2022,Cuba,Poland,15,9,0,24
31256,2022,Ecuador,Poland,5,0,0,5
31257,2022,Eritrea,Poland,5,0,0,5
31258,2022,Estonia,Poland,5,0,0,5
31259,2022,Ethiopia,Poland,8,6,0,14
31260,2022,France,Poland,5,0,0,5
31261,2022,Palestinian,Poland,11,11,0,22
31262,2022,United Kingdom of Great Britain and Northern Ireland,Poland,17,0,0,17
31263,2022,Georgia,Poland,274,40,0,314
31264,2022,Germany,Poland,8,0,0,8
31265,2022,Ghana,Poland,5,0,0,5
31266,2022,Guinea,Poland,5,15,0,20
31267,2022,India,Poland,48,5,0,53
31268,2022,Iran (Islamic Rep. of),Poland,80,13,0,93
31269,2022,Iraq,Poland,134,320,0,454
31270,2022,Israel,Poland,50,0,0,50
31271,2022,Italy,Poland,5,0,0,5
31272,2022,Jordan,Poland,9,5,0,14
31273,2022,Japan,Poland,5,0,0,5
31274,2022,Kazakhstan,Poland,96,17,0,113
31275,2022,Kyrgyzstan,Poland,46,24,0,70
31276,2022,Rep. of Korea,Poland,5,0,0,5
31277,2022,Lao People's Dem. Rep.,Poland,5,0,0,5
31278,2022,Libya,Poland,30,0,0,30
31279,2022,Lebanon,Poland,21,9,0,30
31280,2022,Sri Lanka,Poland,11,7,0,18
31281,2022,Lithuania,Poland,9,0,0,9
31282,2022,Rep. of Moldova,Poland,207,0,0,207
31283,2022,Mexico,Poland,5,0,0,5
31284,2022,Mongolia,Poland,5,0,0,5
31285,2022,Morocco,Poland,19,13,0,32
31286,2022,Nepal,Poland,7,5,0,12
31287,2022,Nigeria,Poland,37,13,0,50
31288,2022,Pakistan,Poland,39,38,0,77
31289,2022,Philippines,Poland,5,0,0,5
31290,2022,Romania,Poland,5,0,0,5
31291,2022,South Africa,Poland,5,0,0,5
31292,2022,Russian Federation,Poland,2303,684,0,2987
31293,2022,Rwanda,Poland,5,6,0,11
31294,2022,Serbia and Kosovo: S/RES/1244 (1999),Poland,5,0,0,5
31295,2022,Senegal,Poland,0,5,0,5
31296,2022,Sierra Leone,Poland,7,0,0,7
31297,2022,Somalia,Poland,19,11,0,30
31298,2022,Viet Nam,Poland,86,6,0,92
31299,2022,Sudan,Poland,5,11,0,16
31300,2022,Syrian Arab Rep.,Poland,273,36,0,309
31301,2022,Tajikistan,Poland,206,72,0,278
31302,2022,Turkmenistan,Poland,102,15,0,117
31303,2022,Tunisia,Poland,11,5,0,16
31304,2022,Türkiye,Poland,309,49,0,358
31305,2022,Ukraine,Poland,1200207,939,0,1201146
31306,2022,United States of America,Poland,87,0,0,87
31307,2022,Uzbekistan,Poland,136,26,0,162
31308,2022,Venezuela (Bolivarian Republic of),Poland,21,0,0,21
31309,2022,Yemen,Poland,27,16,0,43
31310,2022,Stateless,Poland,100,7,0,107
31311,2022,Unknown ,Poland,12,17,0,29
31312,2022,Afghanistan,Portugal,174,771,0,945
31313,2022,Albania,Portugal,0,6,0,6
31314,2022,Algeria,Portugal,437,21,0,458
31315,2022,Angola,Portugal,110,225,0,335
31316,2022,Egypt,Portugal,38,18,0,56
31317,2022,Armenia,Portugal,14,0,0,14
31318,2022,Australia,Portugal,5,0,0,5
31319,2022,Azerbaijan,Portugal,10,5,0,15
31320,2022,Benin,Portugal,5,5,0,10
31321,2022,Bangladesh,Portugal,135,30,0,165
31322,2022,Belarus,Portugal,394,16,0,410
31323,2022,Brazil,Portugal,19,29,0,48
31324,2022,Bosnia and Herzegovina,Portugal,5,0,0,5
31325,2022,Canada,Portugal,13,5,0,18
31326,2022,Central African Rep.,Portugal,8,0,0,8
31327,2022,China,Portugal,47,0,0,47
31328,2022,Cameroon,Portugal,161,43,0,204
31329,2022,Congo,Portugal,37,10,0,47
31330,2022,Dem. Rep. of the Congo,Portugal,121,79,0,200
31331,2022,Comoros,Portugal,0,5,0,5
31332,2022,Colombia,Portugal,24,44,0,68
31333,2022,Cuba,Portugal,5,10,0,15
31334,2022,Dominican Rep.,Portugal,0,47,0,47
31335,2022,Ecuador,Portugal,24,0,0,24
31336,2022,Eritrea,Portugal,202,0,0,202
31337,2022,Ethiopia,Portugal,15,5,0,20
31338,2022,Gabon,Portugal,5,0,0,5
31339,2022,Gambia,Portugal,21,144,0,165
31340,2022,Palestinian,Portugal,6,13,0,19
31341,2022,United Kingdom of Great Britain and Northern Ireland,Portugal,7,0,0,7
31342,2022,Georgia,Portugal,20,9,0,29
31343,2022,Ghana,Portugal,445,39,0,484
31344,2022,Guinea-Bissau,Portugal,9,113,0,122
31345,2022,Guinea,Portugal,85,115,0,200
31346,2022,Haiti,Portugal,0,5,0,5
31347,2022,Cote d'Ivoire,Portugal,51,35,0,86
31348,2022,India,Portugal,684,136,0,820
31349,2022,Iran (Islamic Rep. of),Portugal,76,27,0,103
31350,2022,Iraq,Portugal,211,0,0,211
31351,2022,Israel,Portugal,20,0,0,20
31352,2022,Jamaica,Portugal,11,0,0,11
31353,2022,Jordan,Portugal,7,14,0,21
31354,2022,Kazakhstan,Portugal,13,0,0,13
31355,2022,Kenya,Portugal,15,0,0,15
31356,2022,Liberia,Portugal,18,0,0,18
31357,2022,Libya,Portugal,19,0,0,19
31358,2022,Lebanon,Portugal,9,0,0,9
31359,2022,Sri Lanka,Portugal,34,7,0,41
31360,2022,Mauritania,Portugal,0,5,0,5
31361,2022,Rep. of Moldova,Portugal,35,0,0,35
31362,2022,Mexico,Portugal,5,0,0,5
31363,2022,Mali,Portugal,23,25,0,48
31364,2022,Malawi,Portugal,5,0,0,5
31365,2022,Morocco,Portugal,627,168,0,795
31366,2022,Mauritius,Portugal,0,5,0,5
31367,2022,Namibia,Portugal,12,0,0,12
31368,2022,Nepal,Portugal,143,5,0,148
31369,2022,Nigeria,Portugal,3459,66,0,3525
31370,2022,Pakistan,Portugal,446,69,0,515
31371,2022,Philippines,Portugal,5,0,0,5
31372,2022,South Africa,Portugal,5,0,0,5
31373,2022,Russian Federation,Portugal,413,20,0,433
31374,2022,Rwanda,Portugal,6,0,0,6
31375,2022,Senegal,Portugal,5,81,0,86
31376,2022,Sierra Leone,Portugal,38,46,0,84
31377,2022,Somalia,Portugal,53,0,0,53
31378,2022,Sudan,Portugal,86,5,0,91
31379,2022,South Sudan,Portugal,31,0,0,31
31380,2022,Eswatini,Portugal,23,0,0,23
31381,2022,Syrian Arab Rep.,Portugal,906,0,0,906
31382,2022,United Rep. of Tanzania,Portugal,10,0,0,10
31383,2022,Turkmenistan,Portugal,5,0,0,5
31384,2022,Togo,Portugal,8,15,0,23
31385,2022,Tunisia,Portugal,24,5,0,29
31386,2022,Türkiye,Portugal,54,21,0,75
31387,2022,Uganda,Portugal,8,0,0,8
31388,2022,Ukraine,Portugal,38272,195,0,38467
31389,2022,United States of America,Portugal,55,5,0,60
31390,2022,Uzbekistan,Portugal,14,0,0,14
31391,2022,Venezuela (Bolivarian Republic of),Portugal,5,80,0,85
31392,2022,Yemen,Portugal,11,0,0,11
31393,2022,Zambia,Portugal,18,0,0,18
31394,2022,Zimbabwe,Portugal,45,0,0,45
31395,2022,Stateless,Portugal,31,0,0,31
31396,2022,Unknown ,Portugal,15,11,0,26
31397,2022,Afghanistan,Qatar,0,9,0,9
31398,2022,Egypt,Qatar,13,18,0,31
31399,2022,Eritrea,Qatar,0,5,0,5
31400,2022,Palestinian,Qatar,0,7,0,7
31401,2022,Iraq,Qatar,136,126,0,262
31402,2022,Pakistan,Qatar,5,0,0,5
31403,2022,Somalia,Qatar,8,5,0,13
31404,2022,Sudan,Qatar,0,15,0,15
31405,2022,Syrian Arab Rep.,Qatar,30,117,0,147
31406,2022,Yemen,Qatar,5,9,0,14
31407,2022,Stateless,Qatar,0,0,0,0
31408,2022,Afghanistan,Romania,404,192,0,596
31409,2022,Angola,Romania,10,0,0,10
31410,2022,Egypt,Romania,19,15,0,34
31411,2022,Armenia,Romania,18,0,0,18
31412,2022,Burundi,Romania,6,0,0,6
31413,2022,Bangladesh,Romania,11,80,0,91
31414,2022,Belarus,Romania,31,7,0,38
31415,2022,Central African Rep.,Romania,5,0,0,5
31416,2022,China,Romania,41,5,0,46
31417,2022,Cameroon,Romania,23,5,0,28
31418,2022,Congo,Romania,5,0,0,5
31419,2022,Dem. Rep. of the Congo,Romania,17,0,0,17
31420,2022,Cuba,Romania,6,5,0,11
31421,2022,Eritrea,Romania,73,0,0,73
31422,2022,Ethiopia,Romania,6,0,0,6
31423,2022,Gambia,Romania,5,0,0,5
31424,2022,Palestinian,Romania,63,0,0,63
31425,2022,Georgia,Romania,14,0,0,14
31426,2022,Guinea,Romania,11,6,0,17
31427,2022,India,Romania,14,67,0,81
31428,2022,Iran (Islamic Rep. of),Romania,126,7,0,133
31429,2022,Iraq,Romania,497,29,0,526
31430,2022,Jordan,Romania,9,0,0,9
31431,2022,Kazakhstan,Romania,5,0,0,5
31432,2022,Kuwait,Romania,5,0,0,5
31433,2022,Libya,Romania,5,5,0,10
31434,2022,Lebanon,Romania,19,8,0,27
31435,2022,Sri Lanka,Romania,0,7,0,7
31436,2022,Rep. of Moldova,Romania,68,0,0,68
31437,2022,Mali,Romania,5,0,0,5
31438,2022,Mongolia,Romania,0,6,0,6
31439,2022,Morocco,Romania,9,13,0,22
31440,2022,Myanmar,Romania,31,0,0,31
31441,2022,Nepal,Romania,0,23,0,23
31442,2022,Nigeria,Romania,9,13,0,22
31443,2022,Pakistan,Romania,35,66,0,101
31444,2022,Russian Federation,Romania,146,13,0,159
31445,2022,Rwanda,Romania,12,0,0,12
31446,2022,Sierra Leone,Romania,5,0,0,5
31447,2022,Somalia,Romania,357,64,0,421
31448,2022,Sudan,Romania,24,16,0,40
31449,2022,Syrian Arab Rep.,Romania,2357,65,0,2422
31450,2022,United Rep. of Tanzania,Romania,0,5,0,5
31451,2022,Turkmenistan,Romania,11,0,0,11
31452,2022,Tunisia,Romania,6,11,0,17
31453,2022,Türkiye,Romania,80,65,0,145
31454,2022,Uganda,Romania,6,0,0,6
31455,2022,Ukraine,Romania,83326,65,0,83391
31456,2022,Uzbekistan,Romania,10,0,0,10
31457,2022,Yemen,Romania,68,5,0,73
31458,2022,Stateless,Romania,124,7,0,131
31459,2022,Afghanistan,South Africa,5,16,0,21
31460,2022,Algeria,South Africa,5,181,0,186
31461,2022,Angola,South Africa,24,11,0,35
31462,2022,Egypt,South Africa,7,227,0,234
31463,2022,Bahrain,South Africa,0,5,0,5
31464,2022,Burundi,South Africa,2607,6669,0,9276
31465,2022,Benin,South Africa,5,35,0,40
31466,2022,Bangladesh,South Africa,200,24428,0,24628
31467,2022,Bahamas,South Africa,0,14,0,14
31468,2022,Burkina Faso,South Africa,0,39,0,39
31469,2022,Central African Rep.,South Africa,9,5,0,14
31470,2022,Chad,South Africa,5,5,0,10
31471,2022,China,South Africa,0,69,0,69
31472,2022,Cameroon,South Africa,324,1646,0,1970
31473,2022,Congo,South Africa,4369,7683,0,12052
31474,2022,Dem. Rep. of the Congo,South Africa,22471,33609,0,56080
31475,2022,Comoros,South Africa,0,13,0,13
31476,2022,Eritrea,South Africa,1347,1023,0,2370
31477,2022,Estonia,South Africa,5,7,0,12
31478,2022,Ethiopia,South Africa,15240,45365,0,60605
31479,2022,Gabon,South Africa,0,11,0,11
31480,2022,Gambia,South Africa,0,5,0,5
31481,2022,Palestinian,South Africa,33,10,0,43
31482,2022,Ghana,South Africa,7,1283,0,1290
31483,2022,Guinea-Bissau,South Africa,0,9,0,9
31484,2022,Guinea,South Africa,0,50,0,50
31485,2022,Hungary,South Africa,0,5,0,5
31486,2022,Cote d'Ivoire,South Africa,26,163,0,189
31487,2022,India,South Africa,5,3961,0,3966
31488,2022,Iraq,South Africa,14,6,0,20
31489,2022,Jordan,South Africa,5,5,0,10
31490,2022,Kenya,South Africa,140,946,0,1086
31491,2022,Liberia,South Africa,47,52,0,99
31492,2022,Lesotho,South Africa,0,16,0,16
31493,2022,Sri Lanka,South Africa,10,12,0,22
31494,2022,Mali,South Africa,5,113,0,118
31495,2022,Malawi,South Africa,8,1466,0,1474
31496,2022,Morocco,South Africa,5,6,0,11
31497,2022,Mozambique,South Africa,0,255,0,255
31498,2022,Nepal,South Africa,0,85,0,85
31499,2022,Niger,South Africa,0,675,0,675
31500,2022,Nigeria,South Africa,11,5061,0,5072
31501,2022,Pakistan,South Africa,11,8502,0,8513
31502,2022,Russian Federation,South Africa,10,0,0,10
31503,2022,Rwanda,South Africa,985,1026,0,2011
31504,2022,Senegal,South Africa,5,750,0,755
31505,2022,Sierra Leone,South Africa,19,13,0,32
31506,2022,Solomon Islands,South Africa,7,0,0,7
31507,2022,Somalia,South Africa,22388,4539,0,26927
31508,2022,Sudan,South Africa,86,60,0,146
31509,2022,Eswatini,South Africa,7,18,0,25
31510,2022,Syrian Arab Rep.,South Africa,38,20,0,58
31511,2022,United Rep. of Tanzania,South Africa,31,479,0,510
31512,2022,Thailand,South Africa,0,46,0,46
31513,2022,Timor-Leste,South Africa,0,7,0,7
31514,2022,Togo,South Africa,11,30,0,41
31515,2022,Türkiye,South Africa,5,10,0,15
31516,2022,Uganda,South Africa,456,3879,0,4335
31517,2022,Ukraine,South Africa,5,0,0,5
31518,2022,Yemen,South Africa,5,5,0,10
31519,2022,Zambia,South Africa,60,200,0,260
31520,2022,Zimbabwe,South Africa,3962,10218,0,14180
31521,2022,Afghanistan,Russian Federation,1084,109,0,1193
31522,2022,Egypt,Russian Federation,5,0,0,5
31523,2022,Armenia,Russian Federation,21,5,0,26
31524,2022,Azerbaijan,Russian Federation,28,5,0,33
31525,2022,Belgium,Russian Federation,0,8,0,8
31526,2022,Bangladesh,Russian Federation,5,0,0,5
31527,2022,China,Russian Federation,23,5,0,28
31528,2022,Dem. Rep. of the Congo,Russian Federation,14,0,0,14
31529,2022,Cuba,Russian Federation,6,5,0,11
31530,2022,Estonia,Russian Federation,5,0,0,5
31531,2022,Palestinian,Russian Federation,6,0,0,6
31532,2022,Georgia,Russian Federation,122,5,0,127
31533,2022,Germany,Russian Federation,15,5,0,20
31534,2022,Iran (Islamic Rep. of),Russian Federation,6,0,0,6
31535,2022,Iraq,Russian Federation,15,0,0,15
31536,2022,Israel,Russian Federation,5,0,0,5
31537,2022,Kazakhstan,Russian Federation,36,5,0,41
31538,2022,Kyrgyzstan,Russian Federation,38,0,0,38
31539,2022,Rep. of Korea,Russian Federation,5,0,0,5
31540,2022,Dem. People's Rep. of Korea,Russian Federation,40,10,0,50
31541,2022,Libya,Russian Federation,5,0,0,5
31542,2022,Lebanon,Russian Federation,5,0,0,5
31543,2022,Lithuania,Russian Federation,7,0,0,7
31544,2022,Latvia,Russian Federation,9,0,0,9
31545,2022,Rep. of Moldova,Russian Federation,21,5,0,26
31546,2022,Pakistan,Russian Federation,7,0,0,7
31547,2022,Philippines,Russian Federation,5,0,0,5
31548,2022,Sudan,Russian Federation,5,0,0,5
31549,2022,Syrian Arab Rep.,Russian Federation,280,42,0,322
31550,2022,Tajikistan,Russian Federation,34,17,0,51
31551,2022,Turkmenistan,Russian Federation,60,5,0,65
31552,2022,Türkiye,Russian Federation,6,0,0,6
31553,2022,Ukraine,Russian Federation,1456250,4400,0,1460650
31554,2022,United States of America,Russian Federation,6,7,0,13
31555,2022,Uzbekistan,Russian Federation,86,7,0,93
31556,2022,Yemen,Russian Federation,84,5,0,89
31557,2022,Stateless,Russian Federation,28,5,0,33
31558,2022,Unknown ,Russian Federation,11,7,0,18
31559,2022,Angola,Rwanda,9,0,0,9
31560,2022,Burundi,Rwanda,48218,54,0,48272
31561,2022,Chad,Rwanda,6,0,0,6
31562,2022,Cameroon,Rwanda,0,7,0,7
31563,2022,Dem. Rep. of the Congo,Rwanda,73297,149,0,73446
31564,2022,Eritrea,Rwanda,210,77,0,287
31565,2022,Ethiopia,Rwanda,17,5,0,22
31566,2022,Rwanda,Rwanda,0,0,0,0
31567,2022,Somalia,Rwanda,12,7,0,19
31568,2022,Sudan,Rwanda,95,49,0,144
31569,2022,South Sudan,Rwanda,10,8,0,18
31570,2022,Stateless,Rwanda,0,0,0,0
31571,2022,Colombia,El Salvador,15,5,0,20
31572,2022,Cuba,El Salvador,0,5,0,5
31573,2022,Guatemala,El Salvador,0,7,0,7
31574,2022,Honduras,El Salvador,24,8,0,32
31575,2022,Iraq,El Salvador,5,0,0,5
31576,2022,Nicaragua,El Salvador,23,21,0,44
31577,2022,El Salvador,El Salvador,0,0,71500,0
31578,2022,United States of America,El Salvador,5,0,0,5
31579,2022,Venezuela (Bolivarian Republic of),El Salvador,12,8,0,20
31580,2022,Afghanistan,Saudi Arabia,0,279,0,279
31581,2022,Egypt,Saudi Arabia,0,24,0,24
31582,2022,Burkina Faso,Saudi Arabia,0,11,0,11
31583,2022,Chad,Saudi Arabia,0,95,0,95
31584,2022,China,Saudi Arabia,14,24,0,38
31585,2022,Eritrea,Saudi Arabia,36,143,0,179
31586,2022,Ethiopia,Saudi Arabia,0,11,0,11
31587,2022,Palestinian,Saudi Arabia,14,474,0,488
31588,2022,Iraq,Saudi Arabia,32,197,0,229
31589,2022,Jordan,Saudi Arabia,0,19,0,19
31590,2022,Liberia,Saudi Arabia,9,0,0,9
31591,2022,Libya,Saudi Arabia,0,8,0,8
31592,2022,Lebanon,Saudi Arabia,0,13,0,13
31593,2022,Mali,Saudi Arabia,0,5,0,5
31594,2022,Myanmar,Saudi Arabia,0,131,0,131
31595,2022,Nigeria,Saudi Arabia,0,9,0,9
31596,2022,Pakistan,Saudi Arabia,0,27,0,27
31597,2022,Somalia,Saudi Arabia,16,74,0,90
31598,2022,Sudan,Saudi Arabia,0,122,0,122
31599,2022,South Sudan,Saudi Arabia,0,7,0,7
31600,2022,Syrian Arab Rep.,Saudi Arabia,194,10625,0,10819
31601,2022,Turkmenistan,Saudi Arabia,0,5,0,5
31602,2022,Tunisia,Saudi Arabia,6,0,0,6
31603,2022,Ukraine,Saudi Arabia,0,5,0,5
31604,2022,Yemen,Saudi Arabia,14,1150,0,1164
31605,2022,Stateless,Saudi Arabia,0,0,0,0
31606,2022,Unknown ,Saudi Arabia,0,25,0,25
31607,2022,Afghanistan,Serbia and Kosovo: S/RES/1244 (1999),27,8,0,35
31608,2022,Algeria,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31609,2022,Armenia,Serbia and Kosovo: S/RES/1244 (1999),5,0,0,5
31610,2022,Burundi,Serbia and Kosovo: S/RES/1244 (1999),8,115,0,123
31611,2022,Bangladesh,Serbia and Kosovo: S/RES/1244 (1999),0,0,0,0
31612,2022,Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),7997,0,0,7997
31613,2022,Cameroon,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31614,2022,Congo,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31615,2022,Dem. Rep. of the Congo,Serbia and Kosovo: S/RES/1244 (1999),0,7,0,7
31616,2022,Cuba,Serbia and Kosovo: S/RES/1244 (1999),7,16,0,23
31617,2022,Ethiopia,Serbia and Kosovo: S/RES/1244 (1999),5,0,0,5
31618,2022,Palestinian,Serbia and Kosovo: S/RES/1244 (1999),6,0,0,6
31619,2022,Guinea-Bissau,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31620,2022,Guinea,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31621,2022,Croatia,Serbia and Kosovo: S/RES/1244 (1999),17334,0,0,17334
31622,2022,India,Serbia and Kosovo: S/RES/1244 (1999),0,0,0,0
31623,2022,Iran (Islamic Rep. of),Serbia and Kosovo: S/RES/1244 (1999),19,20,0,39
31624,2022,Iraq,Serbia and Kosovo: S/RES/1244 (1999),16,5,0,21
31625,2022,Jordan,Serbia and Kosovo: S/RES/1244 (1999),0,7,0,7
31626,2022,Libya,Serbia and Kosovo: S/RES/1244 (1999),47,5,0,52
31627,2022,North Macedonia,Serbia and Kosovo: S/RES/1244 (1999),0,0,0,0
31628,2022,Morocco,Serbia and Kosovo: S/RES/1244 (1999),0,11,0,11
31629,2022,Nigeria,Serbia and Kosovo: S/RES/1244 (1999),0,6,0,6
31630,2022,Pakistan,Serbia and Kosovo: S/RES/1244 (1999),5,0,0,5
31631,2022,South Africa,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31632,2022,Russian Federation,Serbia and Kosovo: S/RES/1244 (1999),18,8,0,26
31633,2022,Serbia and Kosovo: S/RES/1244 (1999),Serbia and Kosovo: S/RES/1244 (1999),0,0,211740,0
31634,2022,Somalia,Serbia and Kosovo: S/RES/1244 (1999),7,15,0,22
31635,2022,Sudan,Serbia and Kosovo: S/RES/1244 (1999),5,0,0,5
31636,2022,Syrian Arab Rep.,Serbia and Kosovo: S/RES/1244 (1999),40,7,0,47
31637,2022,Tunisia,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,5
31638,2022,Türkiye,Serbia and Kosovo: S/RES/1244 (1999),99,12,0,111
31639,2022,Ukraine,Serbia and Kosovo: S/RES/1244 (1999),772,5,0,777
31640,2022,Stateless,Serbia and Kosovo: S/RES/1244 (1999),0,0,0,0
31641,2022,Unknown ,Serbia and Kosovo: S/RES/1244 (1999),0,0,0,0
31642,2022,Burundi,Senegal,5,0,0,5
31643,2022,Central African Rep.,Senegal,261,120,0,381
31644,2022,Chad,Senegal,5,12,0,17
31645,2022,Congo,Senegal,0,9,0,9
31646,2022,Dem. Rep. of the Congo,Senegal,7,16,0,23
31647,2022,Comoros,Senegal,0,10,0,10
31648,2022,Gambia,Senegal,7,49,0,56
31649,2022,Guinea,Senegal,5,16,0,21
31650,2022,Cote d'Ivoire,Senegal,5,0,0,5
31651,2022,Liberia,Senegal,0,5,0,5
31652,2022,Mauritania,Senegal,11474,7,0,11481
31653,2022,Mali,Senegal,0,5,0,5
31654,2022,Nigeria,Senegal,5,0,0,5
31655,2022,Rwanda,Senegal,5,0,0,5
31656,2022,Sierra Leone,Senegal,0,6,0,6
31657,2022,Togo,Senegal,0,7,0,7
31658,2022,Türkiye,Senegal,0,5,0,5
31659,2022,Stateless,Singapore,0,0,0,0
31660,2022,Cote d'Ivoire,Sierra Leone,10,0,0,10
31661,2022,Egypt,Somalia,0,5,0,5
31662,2022,Bangladesh,Somalia,6,0,0,6
31663,2022,Cameroon,Somalia,5,0,0,5
31664,2022,Djibouti,Somalia,0,7,0,7
31665,2022,Eritrea,Somalia,57,38,0,95
31666,2022,Ethiopia,Somalia,4816,17866,0,22682
31667,2022,Palestinian,Somalia,8,0,0,8
31668,2022,Jordan,Somalia,0,5,0,5
31669,2022,Mozambique,Somalia,0,5,0,5
31670,2022,Somalia,Somalia,0,0,2967500,0
31671,2022,Sudan,Somalia,0,12,0,12
31672,2022,Syrian Arab Rep.,Somalia,1018,98,0,1116
31673,2022,United Rep. of Tanzania,Somalia,0,139,0,139
31674,2022,Yemen,Somalia,9208,0,0,9208
31675,2022,Afghanistan,Spain,2111,685,0,2796
31676,2022,Albania,Spain,12,100,0,112
31677,2022,Algeria,Spain,159,1095,0,1254
31678,2022,Angola,Spain,39,25,0,64
31679,2022,Egypt,Spain,113,205,0,318
31680,2022,Argentina,Spain,45,790,0,835
31681,2022,Armenia,Spain,132,320,0,452
31682,2022,Australia,Spain,5,0,0,5
31683,2022,Azerbaijan,Spain,71,45,0,116
31684,2022,Burundi,Spain,8,0,0,8
31685,2022,Benin,Spain,5,10,0,15
31686,2022,Bangladesh,Spain,26,155,0,181
31687,2022,Burkina Faso,Spain,47,345,0,392
31688,2022,Belarus,Spain,193,260,0,453
31689,2022,Bolivia (Plurinational State of),Spain,12,75,0,87
31690,2022,Brazil,Spain,63,895,0,958
31691,2022,Bosnia and Herzegovina,Spain,5,5,0,10
31692,2022,Canada,Spain,11,5,0,16
31693,2022,Central African Rep.,Spain,143,30,0,173
31694,2022,Chad,Spain,34,20,0,54
31695,2022,China,Spain,62,845,0,907
31696,2022,Chile,Spain,41,365,0,406
31697,2022,Cameroon,Spain,136,580,0,716
31698,2022,Congo,Spain,69,25,0,94
31699,2022,Dem. Rep. of the Congo,Spain,88,80,0,168
31700,2022,Colombia,Spain,2641,29500,0,32141
31701,2022,Costa Rica,Spain,6,90,0,96
31702,2022,Cuba,Spain,199,3115,0,3314
31703,2022,Djibouti,Spain,0,5,0,5
31704,2022,Dominican Rep.,Spain,30,95,0,125
31705,2022,Ecuador,Spain,71,580,0,651
31706,2022,Equatorial Guinea,Spain,35,120,0,155
31707,2022,Eritrea,Spain,312,75,0,387
31708,2022,Estonia,Spain,5,0,0,5
31709,2022,Ethiopia,Spain,39,30,0,69
31710,2022,France,Spain,0,5,0,5
31711,2022,Gabon,Spain,5,5,0,10
31712,2022,Gambia,Spain,69,435,0,504
31713,2022,Palestinian,Spain,1381,345,0,1726
31714,2022,United Kingdom of Great Britain and Northern Ireland,Spain,15,0,0,15
31715,2022,Georgia,Spain,155,1755,0,1910
31716,2022,Ghana,Spain,22,130,0,152
31717,2022,Guinea-Bissau,Spain,9,55,0,64
31718,2022,Guatemala,Spain,111,570,0,681
31719,2022,Guinea,Spain,238,855,0,1093
31720,2022,Haiti,Spain,8,180,0,188
31721,2022,Honduras,Spain,1871,6385,0,8256
31722,2022,Cote d'Ivoire,Spain,385,820,0,1205
31723,2022,India,Spain,47,40,0,87
31724,2022,Iran (Islamic Rep. of),Spain,145,95,0,240
31725,2022,Iraq,Spain,298,110,0,408
31726,2022,Israel,Spain,36,20,0,56
31727,2022,Jamaica,Spain,61,20,0,81
31728,2022,Jordan,Spain,28,35,0,63
31729,2022,Kazakhstan,Spain,34,60,0,94
31730,2022,Kenya,Spain,15,5,0,20
